Property                                          Type     Read-only  Value
CONFIG.pf1_bar3_prefetchable_mqdma                string   false      false
CONFIG.pf1_bar3_scale                             string   false      Kilobytes
CONFIG.pf1_bar3_scale_mqdma                       string   false      Kilobytes
CONFIG.pf1_bar3_size                              string   false      128
CONFIG.pf1_bar3_size_mqdma                        string   false      128
CONFIG.pf1_bar3_type                              string   false      Memory
CONFIG.pf1_bar3_type_mqdma                        string   false      N/A
CONFIG.pf1_bar4_64bit                             string   false      true
CONFIG.pf1_bar4_64bit_mqdma                       string   false      false
CONFIG.pf1_bar4_enabled                           string   false      true
CONFIG.pf1_bar4_enabled_mqdma                     string   false      false
CONFIG.pf1_bar4_prefetchable                      string   false      false
CONFIG.pf1_bar4_prefetchable_mqdma                string   false      false
CONFIG.pf1_bar4_scale                             string   false      Kilobytes
CONFIG.pf1_bar4_scale_mqdma                       string   false      Kilobytes
CONFIG.pf1_bar4_size                              string   false      128
CONFIG.pf1_bar4_size_mqdma                        string   false      128
CONFIG.pf1_bar4_type                              string   false      Memory
CONFIG.pf1_bar4_type_mqdma                        string   false      N/A
CONFIG.pf1_bar5_enabled                           string   false      false
CONFIG.pf1_bar5_enabled_mqdma                     string   false      false
CONFIG.pf1_bar5_prefetchable                      string   false      false
CONFIG.pf1_bar5_prefetchable_mqdma                string   false      false
CONFIG.pf1_bar5_scale                             string   false      Kilobytes
CONFIG.pf1_bar5_scale_mqdma                       string   false      Kilobytes
CONFIG.pf1_bar5_size                              string   false      128
CONFIG.pf1_bar5_size_mqdma                        string   false      128
CONFIG.pf1_bar5_type                              string   false      Memory
CONFIG.pf1_bar5_type_mqdma                        string   false      N/A
CONFIG.pf1_base_class_menu                        string   false      Simple_communication_controllers
CONFIG.pf1_base_class_menu_mqdma                  string   false      Memory_controller
CONFIG.pf1_class_code                             string   false      070001
CONFIG.pf1_class_code_base                        string   false      07
CONFIG.pf1_class_code_base_mqdma                  string   false      05
CONFIG.pf1_class_code_interface                   string   false      01
CONFIG.pf1_class_code_interface_mqdma             string   false      00
CONFIG.pf1_class_code_mqdma                       string   false      058000
CONFIG.pf1_class_code_sub                         string   false      00
CONFIG.pf1_class_code_sub_mqdma                   string   false      80
CONFIG.pf1_device_id                              string   false      1041
CONFIG.pf1_expansion_rom_enabled                  string   false      false
CONFIG.pf1_expansion_rom_scale                    string   false      Kilobytes
CONFIG.pf1_expansion_rom_size                     string   false      4
CONFIG.pf1_expansion_rom_type                     string   false      N/A
CONFIG.pf1_msi_enabled                            string   false      false
CONFIG.pf1_msix_cap_pba_bir                       string   false      BAR_0
CONFIG.pf1_msix_cap_pba_offset                    string   false      00009FE0
CONFIG.pf1_msix_cap_table_bir                     string   false      BAR_0
CONFIG.pf1_msix_cap_table_offset                  string   false      00009000
CONFIG.pf1_msix_cap_table_size                    string   false      020
CONFIG.pf1_msix_enabled                           string   false      false
CONFIG.pf1_msix_enabled_mqdma                     string   false      false
CONFIG.pf1_pciebar2axibar_0                       string   false      0x0000000000000000
CONFIG.pf1_pciebar2axibar_1                       string   false      0x0000000000000000
CONFIG.pf1_pciebar2axibar_2                       string   false      0x0000000000000000
CONFIG.pf1_pciebar2axibar_3                       string   false      0x0000000000000000
CONFIG.pf1_pciebar2axibar_4                       string   false      0x0000000000000000
CONFIG.pf1_pciebar2axibar_5                       string   false      0x0000000000000000
CONFIG.pf1_pciebar2axibar_6                       string   false      0x0000000000000000
CONFIG.pf1_sriov_bar0_64bit                       string   false      false
CONFIG.pf1_sriov_bar0_enabled                     string   false      true
CONFIG.pf1_sriov_bar0_prefetchable                string   false      false
CONFIG.pf1_sriov_bar0_scale                       string   false      Kilobytes
CONFIG.pf1_sriov_bar0_size                        string   false      2
CONFIG.pf1_sriov_bar0_type                        string   false      DMA
CONFIG.pf1_sriov_bar1_64bit                       string   false      false
CONFIG.pf1_sriov_bar1_enabled                     string   false      false
CONFIG.pf1_sriov_bar1_prefetchable                string   false      false
CONFIG.pf1_sriov_bar1_scale                       string   false      Kilobytes
CONFIG.pf1_sriov_bar1_size                        string   false      2
CONFIG.pf1_sriov_bar1_type                        string   false      N/A
CONFIG.pf1_sriov_bar2_64bit                       string   false      false
CONFIG.pf1_sriov_bar2_enabled                     string   false      false
CONFIG.pf1_sriov_bar2_prefetchable                string   false      false
CONFIG.pf1_sriov_bar2_scale                       string   false      Kilobytes
CONFIG.pf1_sriov_bar2_size                        string   false      2
CONFIG.pf1_sriov_bar2_type                        string   false      N/A
CONFIG.pf1_sriov_bar3_64bit                       string   false      false
CONFIG.pf1_sriov_bar3_enabled                     string   false      false
CONFIG.pf1_sriov_bar3_prefetchable                string   false      false
CONFIG.pf1_sriov_bar3_scale                       string   false      Kilobytes
CONFIG.pf1_sriov_bar3_size                        string   false      2
CONFIG.pf1_sriov_bar3_type                        string   false      N/A
CONFIG.pf1_sriov_bar4_64bit                       string   false      false
CONFIG.pf1_sriov_bar4_enabled                     string   false      false
CONFIG.pf1_sriov_bar4_prefetchable                string   false      false
CONFIG.pf1_sriov_bar4_scale                       string   false      Kilobytes
CONFIG.pf1_sriov_bar4_size                        string   false      2
CONFIG.pf1_sriov_bar4_type                        string   false      N/A
CONFIG.pf1_sriov_bar5_64bit                       string   false      false
CONFIG.pf1_sriov_bar5_enabled                     string   false      false
CONFIG.pf1_sriov_bar5_prefetchable                string   false      false
CONFIG.pf1_sriov_bar5_scale                       string   false      Kilobytes
CONFIG.pf1_sriov_bar5_size                        string   false      2
CONFIG.pf1_sriov_bar5_type                        string   false      N/A
CONFIG.pf1_sub_class_interface_menu               string   false      16450_compatible_serial_controller
CONFIG.pf1_sub_class_interface_menu_mqdma         string   false      Other_memory_controller
CONFIG.pf1_vendor_id                              string   false      10EE
CONFIG.pf1_vendor_id_mqdma                        string   false      10EE
CONFIG.pf2_Use_Class_Code_Lookup_Assistant_mqdma  string   false      false
CONFIG.pf2_bar0_64bit                             string   false      false
CONFIG.pf2_bar0_64bit_mqdma                       string   false      false
CONFIG.pf2_bar0_enabled                           string   false      true
CONFIG.pf2_bar0_enabled_mqdma                     string   false      true
CONFIG.pf2_bar0_prefetchable                      string   false      false
CONFIG.pf2_bar0_prefetchable_mqdma                string   false      false
CONFIG.pf2_bar0_scale                             string   false      Kilobytes
CONFIG.pf2_bar0_scale_mqdma                       string   false      Kilobytes
CONFIG.pf2_bar0_size                              string   false      128
CONFIG.pf2_bar0_size_mqdma                        string   false      128
CONFIG.pf2_bar0_type                              string   false      Memory
CONFIG.pf2_bar0_type_mqdma                        string   false      DMA
CONFIG.pf2_bar1_64bit                             string   false      false
CONFIG.pf2_bar1_64bit_mqdma                       string   false      false
CONFIG.pf2_bar1_enabled                           string   false      true
CONFIG.pf2_bar1_enabled_mqdma                     string   false      false
CONFIG.pf2_bar1_prefetchable                      string   false      false
CONFIG.pf2_bar1_prefetchable_mqdma                string   false      false
CONFIG.pf2_bar1_scale                             string   false      Kilobytes
CONFIG.pf2_bar1_scale_mqdma                       string   false      Kilobytes
CONFIG.pf2_bar1_size                              string   false      128
CONFIG.pf2_bar1_size_mqdma                        string   false      128
CONFIG.pf2_bar1_type                              string   false      Memory
CONFIG.pf2_bar1_type_mqdma                        string   false      N/A
CONFIG.pf2_bar2_64bit                             string   false      false
CONFIG.pf2_bar2_64bit_mqdma                       string   false      false
CONFIG.pf2_bar2_enabled                           string   false      true
CONFIG.pf2_bar2_enabled_mqdma                     string   false      false
CONFIG.pf2_bar2_prefetchable                      string   false      false
CONFIG.pf2_bar2_prefetchable_mqdma                string   false      false
CONFIG.pf2_bar2_scale                             string   false      Kilobytes
CONFIG.pf2_bar2_scale_mqdma                       string   false      Kilobytes
CONFIG.pf2_bar2_size                              string   false      128
CONFIG.pf2_bar2_size_mqdma                        string   false      128
CONFIG.pf2_bar2_type                              string   false      Memory
CONFIG.pf2_bar2_type_mqdma                        string   false      N/A
CONFIG.pf2_bar3_64bit                             string   false      false
CONFIG.pf2_bar3_64bit_mqdma                       string   false      false
CONFIG.pf2_bar3_enabled                           string   false      true
CONFIG.pf2_bar3_enabled_mqdma                     string   false      false
CONFIG.pf2_bar3_prefetchable                      string   false      false
CONFIG.pf2_bar3_prefetchable_mqdma                string   false      false
CONFIG.pf2_bar3_scale                             string   false      Kilobytes
CONFIG.pf2_bar3_scale_mqdma                       string   false      Kilobytes
CONFIG.pf2_bar3_size                              string   false      128
CONFIG.pf2_bar3_size_mqdma                        string   false      128
CONFIG.pf2_bar3_type                              string   false      Memory
CONFIG.pf2_bar3_type_mqdma                        string   false      N/A
CONFIG.pf2_bar4_64bit                             string   false      false
CONFIG.pf2_bar4_64bit_mqdma                       string   false      false
CONFIG.pf2_bar4_enabled                           string   false      true
CONFIG.pf2_bar4_enabled_mqdma                     string   false      false
CONFIG.pf2_bar4_prefetchable                      string   false      false
CONFIG.pf2_bar4_prefetchable_mqdma                string   false      false
CONFIG.pf2_bar4_scale                             string   false      Kilobytes
CONFIG.pf2_bar4_scale_mqdma                       string   false      Kilobytes
CONFIG.pf2_bar4_size                              string   false      128
CONFIG.pf2_bar4_size_mqdma                        string   false      128
CONFIG.pf2_bar4_type                              string   false      Memory
CONFIG.pf2_bar4_type_mqdma                        string   false      N/A
CONFIG.pf2_bar5_enabled                           string   false      true
CONFIG.pf2_bar5_enabled_mqdma                     string   false      false
CONFIG.pf2_bar5_prefetchable                      string   false      false
CONFIG.pf2_bar5_prefetchable_mqdma                string   false      false
CONFIG.pf2_bar5_scale                             string   false      Kilobytes
CONFIG.pf2_bar5_scale_mqdma                       string   false      Kilobytes
CONFIG.pf2_bar5_size                              string   false      128
CONFIG.pf2_bar5_size_mqdma                        string   false      128
CONFIG.pf2_bar5_type                              string   false      Memory
CONFIG.pf2_bar5_type_mqdma                        string   false      N/A
CONFIG.pf2_base_class_menu                        string   false      Memory_controller
CONFIG.pf2_base_class_menu_mqdma                  string   false      Memory_controller
CONFIG.pf2_class_code                             string   false      058000
CONFIG.pf2_class_code_base                        string   false      05
CONFIG.pf2_class_code_base_mqdma                  string   false      05
CONFIG.pf2_class_code_interface                   string   false      00
CONFIG.pf2_class_code_interface_mqdma             string   false      00
CONFIG.pf2_class_code_mqdma                       string   false      058000
CONFIG.pf2_class_code_sub                         string   false      80
CONFIG.pf2_class_code_sub_mqdma                   string   false      80
CONFIG.pf2_device_id                              string   false      1040
CONFIG.pf2_expansion_rom_enabled                  string   false      false
CONFIG.pf2_expansion_rom_scale                    string   false      Kilobytes
CONFIG.pf2_expansion_rom_size                     string   false      4
CONFIG.pf2_expansion_rom_type                     string   false      N/A
CONFIG.pf2_msi_enabled                            string   false      false
CONFIG.pf2_msix_enabled_mqdma                     string   false      false
CONFIG.pf2_pciebar2axibar_0                       string   false      0x0000000000000000
CONFIG.pf2_pciebar2axibar_1                       string   false      0x0000000000000000
CONFIG.pf2_pciebar2axibar_2                       string   false      0x0000000000000000
CONFIG.pf2_pciebar2axibar_3                       string   false      0x0000000000000000
CONFIG.pf2_pciebar2axibar_4                       string   false      0x0000000000000000
CONFIG.pf2_pciebar2axibar_5                       string   false      0x0000000000000000
CONFIG.pf2_sriov_bar0_64bit                       string   false      false
CONFIG.pf2_sriov_bar0_enabled                     string   false      true
CONFIG.pf2_sriov_bar0_prefetchable                string   false      false
CONFIG.pf2_sriov_bar0_scale                       string   false      Kilobytes
CONFIG.pf2_sriov_bar0_size                        string   false      2
CONFIG.pf2_sriov_bar0_type                        string   false      DMA
CONFIG.pf2_sriov_bar1_64bit                       string   false      false
CONFIG.pf2_sriov_bar1_enabled                     string   false      false
CONFIG.pf2_sriov_bar1_prefetchable                string   false      false
CONFIG.pf2_sriov_bar1_scale                       string   false      Kilobytes
CONFIG.pf2_sriov_bar1_size                        string   false      2
CONFIG.pf2_sriov_bar1_type                        string   false      N/A
CONFIG.pf2_sriov_bar2_64bit                       string   false      false
CONFIG.pf2_sriov_bar2_enabled                     string   false      false
CONFIG.pf2_sriov_bar2_prefetchable                string   false      false
CONFIG.pf2_sriov_bar2_scale                       string   false      Kilobytes
CONFIG.pf2_sriov_bar2_size                        string   false      2
CONFIG.pf2_sriov_bar2_type                        string   false      N/A
CONFIG.pf2_sriov_bar3_64bit                       string   false      false
CONFIG.pf2_sriov_bar3_enabled                     string   false      false
CONFIG.pf2_sriov_bar3_prefetchable                string   false      false
CONFIG.pf2_sriov_bar3_scale                       string   false      Kilobytes
CONFIG.pf2_sriov_bar3_size                        string   false      2
CONFIG.pf2_sriov_bar3_type                        string   false      N/A
CONFIG.pf2_sriov_bar4_64bit                       string   false      false
CONFIG.pf2_sriov_bar4_enabled                     string   false      false
CONFIG.pf2_sriov_bar4_prefetchable                string   false      false
CONFIG.pf2_sriov_bar4_scale                       string   false      Kilobytes
CONFIG.pf2_sriov_bar4_size                        string   false      2
CONFIG.pf2_sriov_bar4_type                        string   false      N/A
CONFIG.pf2_sriov_bar5_64bit                       string   false      false
CONFIG.pf2_sriov_bar5_enabled                     string   false      false
CONFIG.pf2_sriov_bar5_prefetchable                string   false      false
CONFIG.pf2_sriov_bar5_scale                       string   false      Kilobytes
CONFIG.pf2_sriov_bar5_size                        string   false      2
CONFIG.pf2_sriov_bar5_type                        string   false      N/A
CONFIG.pf2_sub_class_interface_menu               string   false      Other_memory_controller
CONFIG.pf2_sub_class_interface_menu_mqdma         string   false      Other_memory_controller
CONFIG.pf2_vendor_id_mqdma                        string   false      10EE
CONFIG.pf3_Use_Class_Code_Lookup_Assistant_mqdma  string   false      false
CONFIG.pf3_bar0_64bit                             string   false      false
CONFIG.pf3_bar0_64bit_mqdma                       string   false      false
CONFIG.pf3_bar0_enabled                           string   false      true
CONFIG.pf3_bar0_enabled_mqdma                     string   false      true
CONFIG.pf3_bar0_prefetchable                      string   false      false
CONFIG.pf3_bar0_prefetchable_mqdma                string   false      false
CONFIG.pf3_bar0_scale                             string   false      Kilobytes
CONFIG.pf3_bar0_scale_mqdma                       string   false      Kilobytes
CONFIG.pf3_bar0_size                              string   false      128
CONFIG.pf3_bar0_size_mqdma                        string   false      128
CONFIG.pf3_bar0_type                              string   false      Memory
CONFIG.pf3_bar0_type_mqdma                        string   false      DMA
CONFIG.pf3_bar1_64bit                             string   false      false
CONFIG.pf3_bar1_64bit_mqdma                       string   false      false
CONFIG.pf3_bar1_enabled                           string   false      true
CONFIG.pf3_bar1_enabled_mqdma                     string   false      false
CONFIG.pf3_bar1_prefetchable                      string   false      false
CONFIG.pf3_bar1_prefetchable_mqdma                string   false      false
CONFIG.pf3_bar1_scale                             string   false      Kilobytes
CONFIG.pf3_bar1_scale_mqdma                       string   false      Kilobytes
CONFIG.pf3_bar1_size                              string   false      128
CONFIG.pf3_bar1_size_mqdma                        string   false      128
CONFIG.pf3_bar1_type                              string   false      Memory
CONFIG.pf3_bar1_type_mqdma                        string   false      N/A
CONFIG.pf3_bar2_64bit                             string   false      false
CONFIG.pf3_bar2_64bit_mqdma                       string   false      false
CONFIG.pf3_bar2_enabled                           string   false      true
CONFIG.pf3_bar2_enabled_mqdma                     string   false      false
CONFIG.pf3_bar2_prefetchable                      string   false      false
CONFIG.pf3_bar2_prefetchable_mqdma                string   false      false
CONFIG.pf3_bar2_scale                             string   false      Kilobytes
CONFIG.pf3_bar2_scale_mqdma                       string   false      Kilobytes
CONFIG.pf3_bar2_size                              string   false      128
CONFIG.pf3_bar2_size_mqdma                        string   false      128
CONFIG.pf3_bar2_type                              string   false      Memory
CONFIG.pf3_bar2_type_mqdma                        string   false      N/A
CONFIG.pf3_bar3_64bit                             string   false      false
CONFIG.pf3_bar3_64bit_mqdma                       string   false      false
CONFIG.pf3_bar3_enabled                           string   false      true
CONFIG.pf3_bar3_enabled_mqdma                     string   false      false
CONFIG.pf3_bar3_prefetchable                      string   false      false
CONFIG.pf3_bar3_prefetchable_mqdma                string   false      false
CONFIG.pf3_bar3_scale                             string   false      Kilobytes
CONFIG.pf3_bar3_scale_mqdma                       string   false      Kilobytes
CONFIG.pf3_bar3_size                              string   false      128
CONFIG.pf3_bar3_size_mqdma                        string   false      128
CONFIG.pf3_bar3_type                              string   false      Memory
CONFIG.pf3_bar3_type_mqdma                        string   false      N/A
CONFIG.pf3_bar4_64bit                             string   false      false
CONFIG.pf3_bar4_64bit_mqdma                       string   false      false
CONFIG.pf3_bar4_enabled                           string   false      true
CONFIG.pf3_bar4_enabled_mqdma                     string   false      false
CONFIG.pf3_bar4_prefetchable                      string   false      false
CONFIG.pf3_bar4_prefetchable_mqdma                string   false      false
CONFIG.pf3_bar4_scale                             string   false      Kilobytes
CONFIG.pf3_bar4_scale_mqdma                       string   false      Kilobytes
CONFIG.pf3_bar4_size                              string   false      128
CONFIG.pf3_bar4_size_mqdma                        string   false      128
CONFIG.pf3_bar4_type                              string   false      Memory
CONFIG.pf3_bar4_type_mqdma                        string   false      N/A
CONFIG.pf3_bar5_enabled                           string   false      true
CONFIG.pf3_bar5_enabled_mqdma                     string   false      false
CONFIG.pf3_bar5_prefetchable                      string   false      false
CONFIG.pf3_bar5_prefetchable_mqdma                string   false      false
CONFIG.pf3_bar5_scale                             string   false      Kilobytes
CONFIG.pf3_bar5_scale_mqdma                       string   false      Kilobytes
CONFIG.pf3_bar5_size                              string   false      128
CONFIG.pf3_bar5_size_mqdma                        string   false      128
CONFIG.pf3_bar5_type                              string   false      Memory
CONFIG.pf3_bar5_type_mqdma                        string   false      N/A
CONFIG.pf3_base_class_menu                        string   false      Memory_controller
CONFIG.pf3_base_class_menu_mqdma                  string   false      Memory_controller
CONFIG.pf3_class_code                             string   false      058000
CONFIG.pf3_class_code_base                        string   false      05
CONFIG.pf3_class_code_base_mqdma                  string   false      05
CONFIG.pf3_class_code_interface                   string   false      00
CONFIG.pf3_class_code_interface_mqdma             string   false      00
CONFIG.pf3_class_code_mqdma                       string   false      058000
CONFIG.pf3_class_code_sub                         string   false      80
CONFIG.pf3_class_code_sub_mqdma                   string   false      80
CONFIG.pf3_device_id                              string   false      1039
CONFIG.pf3_expansion_rom_enabled                  string   false      false
CONFIG.pf3_expansion_rom_scale                    string   false      Kilobytes
CONFIG.pf3_expansion_rom_size                     string   false      4
CONFIG.pf3_expansion_rom_type                     string   false      N/A
CONFIG.pf3_msi_enabled                            string   false      false
CONFIG.pf3_msix_enabled_mqdma                     string   false      false
CONFIG.pf3_pciebar2axibar_0                       string   false      0x0000000000000000
CONFIG.pf3_pciebar2axibar_1                       string   false      0x0000000000000000
CONFIG.pf3_pciebar2axibar_2                       string   false      0x0000000000000000
CONFIG.pf3_pciebar2axibar_3                       string   false      0x0000000000000000
CONFIG.pf3_pciebar2axibar_4                       string   false      0x0000000000000000
CONFIG.pf3_pciebar2axibar_5                       string   false      0x0000000000000000
CONFIG.pf3_sriov_bar0_64bit                       string   false      false
CONFIG.pf3_sriov_bar0_enabled                     string   false      true
CONFIG.pf3_sriov_bar0_prefetchable                string   false      false
CONFIG.pf3_sriov_bar0_scale                       string   false      Kilobytes
CONFIG.pf3_sriov_bar0_size                        string   false      2
CONFIG.pf3_sriov_bar0_type                        string   false      DMA
CONFIG.pf3_sriov_bar1_64bit                       string   false      false
CONFIG.pf3_sriov_bar1_enabled                     string   false      false
CONFIG.pf3_sriov_bar1_prefetchable                string   false      false
CONFIG.pf3_sriov_bar1_scale                       string   false      Kilobytes
CONFIG.pf3_sriov_bar1_size                        string   false      2
CONFIG.pf3_sriov_bar1_type                        string   false      N/A
CONFIG.pf3_sriov_bar2_64bit                       string   false      false
CONFIG.pf3_sriov_bar2_enabled                     string   false      false
CONFIG.pf3_sriov_bar2_prefetchable                string   false      false
CONFIG.pf3_sriov_bar2_scale                       string   false      Kilobytes
CONFIG.pf3_sriov_bar2_size                        string   false      2
CONFIG.pf3_sriov_bar2_type                        string   false      N/A
CONFIG.pf3_sriov_bar3_64bit                       string   false      false
CONFIG.pf3_sriov_bar3_enabled                     string   false      false
CONFIG.pf3_sriov_bar3_prefetchable                string   false      false
CONFIG.pf3_sriov_bar3_scale                       string   false      Kilobytes
CONFIG.pf3_sriov_bar3_size                        string   false      2
CONFIG.pf3_sriov_bar3_type                        string   false      N/A
CONFIG.pf3_sriov_bar4_64bit                       string   false      false
CONFIG.pf3_sriov_bar4_enabled                     string   false      false
CONFIG.pf3_sriov_bar4_prefetchable                string   false      false
CONFIG.pf3_sriov_bar4_scale                       string   false      Kilobytes
CONFIG.pf3_sriov_bar4_size                        string   false      2
CONFIG.pf3_sriov_bar4_type                        string   false      N/A
CONFIG.pf3_sriov_bar5_64bit                       string   false      false
CONFIG.pf3_sriov_bar5_enabled                     string   false      false
CONFIG.pf3_sriov_bar5_prefetchable                string   false      false
CONFIG.pf3_sriov_bar5_scale                       string   false      Kilobytes
CONFIG.pf3_sriov_bar5_size                        string   false      2
CONFIG.pf3_sriov_bar5_type                        string   false      N/A
CONFIG.pf3_sub_class_interface_menu               string   false      Other_memory_controller
CONFIG.pf3_sub_class_interface_menu_mqdma         string   false      Other_memory_controller
CONFIG.pf3_vendor_id_mqdma                        string   false      10EE
CONFIG.pf_swap                                    string   false      false
CONFIG.pipe_line_stage                            string   false      2
CONFIG.pipe_sim                                   string   false      false
CONFIG.pl_link_cap_max_link_speed                 string   false      5.0_GT/s
CONFIG.pl_link_cap_max_link_width                 string   false      X4
CONFIG.plltype                                    string   false      QPLL1
CONFIG.post_synth_sim_en                          string   false      false
CONFIG.rbar_enable                                string   false      false
CONFIG.ref_clk_freq                               string   false      100_MHz
CONFIG.runbit_fix                                 string   false      false
CONFIG.rx_detect                                  string   false      Default
CONFIG.s_axi_id_width                             string   false      4
CONFIG.select_quad                                string   false      GTH_Quad_128
CONFIG.set_finite_credit                          string   false      false
CONFIG.silicon_rev                                string   false      Pre-Production
CONFIG.soft_reset_en                              string   false      false
CONFIG.split_dma                                  string   false      false
CONFIG.split_dma_single_pf                        string   false      false
CONFIG.sys_reset_polarity                         string   false      ACTIVE_LOW
CONFIG.timeout0_sel                               string   false      14
CONFIG.timeout1_sel                               string   false      15
CONFIG.timeout_mult                               string   false      3
CONFIG.tl_credits_cd                              string   false      15
CONFIG.tl_credits_ch                              string   false      15
CONFIG.tl_pf_enable_reg                           string   false      1
CONFIG.type1_membase_memlimit_enable              string   false      Disabled
CONFIG.type1_prefetchable_membase_memlimit        string   false      Disabled
CONFIG.usplus_es1_seqnum_bypass                   string   false      false
CONFIG.usr_irq_exdes                              string   false      false
CONFIG.vcu118_board                               string   false      false
CONFIG.vcu1525_ddr_ex                             string   false      false
CONFIG.vendor_id                                  string   false      10EE
CONFIG.vu9p_board                                 string   false      false
CONFIG.vu9p_tul_ex                                string   false      false
CONFIG.xdma_axi_intf_mm                           string   false      AXI_Memory_Mapped
CONFIG.xdma_axilite_slave                         string   false      false
CONFIG.xdma_dsc_bypass                            string   false      false
CONFIG.xdma_en                                    string   false      true
CONFIG.xdma_non_incremental_exdes                 string   false      false
CONFIG.xdma_num_usr_irq                           string   false      1
CONFIG.xdma_pcie_64bit_en                         string   false      false
CONFIG.xdma_pcie_prefetchable                     string   false      false
CONFIG.xdma_rnum_chnl                             string   false      1
CONFIG.xdma_rnum_rids                             string   false      32
CONFIG.xdma_scale                                 string   false      Kilobytes
CONFIG.xdma_size                                  string   false      64
CONFIG.xdma_st_infinite_desc_exdes                string   false      false
CONFIG.xdma_sts_ports                             string   false      false
CONFIG.xdma_wnum_chnl                             string   false      1
CONFIG.xdma_wnum_rids                             string   false      16
CONFIG.xlnx_ref_board                             string   false      None
CORE_REVISION                                     int      true       2
DELIVERED_TARGETS                                 string*  true       synthesis simulation
DESIGN_TOOL_CONTEXTS                              string*  true       HDL IPI Sysgen
IPDEF                                             string   true       xilinx.com:ip:xdma:4.1
IP_CORE_CONTAINER                                 string   true       
IP_DIR                                            string   true       v:/azmig_syn/azmig.srcs/sources_1/bd/azmig/ip/azmig_xdma_0_0
IP_FILE                                           string   true       v:/azmig_syn/azmig.srcs/sources_1/bd/azmig/ip/azmig_xdma_0_0/azmig_xdma_0_0.xci
IS_LOCKED                                         bool     true       0
KNOWN_TARGETS                                     string*  true       instantiation_template synthesis simulation example changelog
NAME                                              string   true       azmig_xdma_0_0
PART                                              string   true       xc7z100ffg900-2
SCOPE                                             string   true       v:/azmig_syn/azmig.srcs/sources_1/bd/azmig/azmig.bd
SELECTED_SIM_MODEL                                string   false      rtl
STALE_TARGETS                                     string*  true       
SUPPORTED_TARGETS                                 string*  true       instantiation_template synthesis simulation example changelog
SUPPORTS_MODREF                                   bool     true       0
SW_VERSION                                        string   true       2018.3
UNSUPPORTED_SIMULATORS                            string*  true       
USED_LICENSE_KEYS                                 string*  true       
USER_LOCKED                                       bool     false      0
